Server,250.699,230.729,-62.546,0.000,0.000,0.995,-0.105,249.424,231.815,-64.799,-0.185,-0.210,0.041,-0.959,250.870,232.982,-62.559,-0.353,0.576,-0.302,-0.672,0.221,0.097
Client,250.699,230.729,-62.546,0.000,0.000,0.995,-0.105,249.424,231.815,-64.799,-0.185,-0.210,0.041,-0.959,251.278,232.982,-62.907,-0.353,0.576,-0.302,-0.672,0.221,0.275
Client,250.699,230.729,-62.546,0.000,0.000,0.995,-0.105,249.424,231.815,-64.799,-0.185,-0.210,0.041,-0.959,252.411,232.982,-62.925,-0.353,0.576,-0.302,-0.672,0.221,0.344
Server,250.519,232.330,-62.420,0.098,0.014,0.985,-0.140,249.406,231.815,-64.721,-0.185,-0.210,0.041,-0.959,252.597,233.209,-63.135,-0.353,0.576,-0.302,-0.672,0.131,0.117
Client,250.519,232.330,-62.420,0.098,0.014,0.985,-0.140,249.406,231.815,-64.721,-0.185,-0.210,0.041,-0.959,252.225,233.209,-62.715,-0.353,0.576,-0.302,-0.672,0.131,0.199
Client,250.699,230.729,-62.546,0.000,0.000,0.995,-0.105,249.424,231.815,-64.799,-0.185,-0.210,0.041,-0.959,252.411,232.982,-62.925,-0.353,0.576,-0.302,-0.672,0.226,0.343
Server,250.807,232.234,-62.480,0.000,0.000,0.994,-0.105,249.412,232.337,-64.823,-0.185,-0.210,0.041,-0.959,252.411,232.982,-62.925,-0.353,0.576,-0.302,-0.672,0.622,0.325
Client,250.807,232.360,-62.150,0.025,0.616,0.787,0.002,249.412,232.589,-64.823,-0.185,-0.210,0.041,-0.959,252.411,232.982,-62.925,-0.353,0.576,-0.302,-0.672,0.241,0.262
Server,250.807,232.360,-62.150,0.025,0.616,0.787,0.002,249.412,232.589,-64.823,-0.185,-0.210,0.041,-0.959,252.435,233.096,-62.931,-0.353,0.576,-0.302,-0.672,0.241,0.164
Client,250.807,232.360,-62.150,0.025,0.616,0.787,0.002,249.412,232.589,-64.823,-0.185,-0.210,0.041,-0.959,252.723,233.401,-62.973,-0.353,0.576,-0.302,-0.672,0.241,0.390
Client,250.699,231.053,-62.546,0.000,0.000,0.995,-0.105,249.424,231.815,-64.799,-0.185,-0.210,0.041,-0.959,252.411,232.982,-62.925,-0.353,0.576,-0.302,-0.672,0.225,0.343
Server,250.753,231.958,-62.528,0.000,0.000,0.994,-0.105,249.424,231.815,-64.799,-0.185,-0.210,0.041,-0.959,252.411,233.341,-62.949,-0.353,0.576,-0.302,-0.672,0.224,0.202
Client,250.753,231.958,-62.528,0.000,0.000,0.994,-0.105,249.424,231.815,-64.799,-0.185,-0.210,0.041,-0.959,252.411,233.341,-62.997,-0.353,0.576,-0.302,-0.672,0.224,0.441
Server,250.753,231.958,-62.528,0.000,0.000,0.994,-0.105,249.424,231.815,-64.799,-0.185,-0.210,0.041,-0.959,252.147,233.341,-62.949,-0.353,0.576,-0.302,-0.672,0.224,0.210
Client,250.753,231.958,-62.528,0.000,0.000,0.994,-0.105,249.424,231.815,-64.799,-0.185,-0.210,0.041,-0.959,252.099,233.341,-63.039,-0.353,0.576,-0.302,-0.672,0.224,0.662
